ameritrade,1686621096.757669
alpha_vantage,1686621096.8307345
ameritrade,1686621096.9698596
alpha_vantage,1686621097.027912
alpha_vantage,1686621097.3592103
alpha_vantage,1686621097.5453777
alpha_vantage,1686621097.801609
alpha_vantage,1686621097.9427352
ameritrade,1686621098.1669366
ameritrade,1686621098.4051516
alpha_vantage,1686621099.07075
alpha_vantage,1686621099.1968634
alpha_vantage,1686621099.310966
alpha_vantage,1686621099.4270704
alpha_vantage,1686621099.554185
ameritrade,1686621099.652273
ameritrade,1686621099.8464477
alpha_vantage,1686621100.7022176
alpha_vantage,1686621100.828331
alpha_vantage,1686621100.954445
ameritrade,1686621101.1005764
alpha_vantage,1686621101.1095839
alpha_vantage,1686621101.2527134
ameritrade,1686621101.3077624
alpha_vantage,1686621102.3887348
alpha_vantage,1686621102.514848
ameritrade,1686621102.520854
alpha_vantage,1686621102.6489692
ameritrade,1686621102.8431437
alpha_vantage,1686621102.8461459
alpha_vantage,1686621102.9872732
ameritrade,1686621104.0992734
alpha_vantage,1686621104.122294
alpha_vantage,1686621104.2574158
ameritrade,1686621104.3104637
alpha_vantage,1686621104.4505892
alpha_vantage,1686621104.5807068
alpha_vantage,1686621104.7128253
ameritrade,1686621105.5155478
ameritrade,1686621105.7807863
alpha_vantage,1686621106.4423816
alpha_vantage,1686621106.5634906
alpha_vantage,1686621106.6936073
alpha_vantage,1686621106.8127143
alpha_vantage,1686621106.9508388
ameritrade,1686621107.0329125
ameritrade,1686621107.2661226
alpha_vantage,1686621108.088863
alpha_vantage,1686621108.2289886
alpha_vantage,1686621108.366112
alpha_vantage,1686621108.4932263
ameritrade,1686621108.4982307
alpha_vantage,1686621108.6223423
ameritrade,1686621108.7454531
alpha_vantage,1686621110.8413386
ameritrade,1686621110.9634483
alpha_vantage,1686621110.9704545
alpha_vantage,1686621111.0925646
ameritrade,1686621111.211672
alpha_vantage,1686621111.2146745
alpha_vantage,1686621111.3387861
ameritrade,1686621112.4617965
alpha_vantage,1686621112.4658
alpha_vantage,1686621112.6009216
ameritrade,1686621112.696007
alpha_vantage,1686621112.754059
ameritrade,1686621213.0582912
alpha_vantage,1686621213.0693014
ameritrade,1686621213.2544672
alpha_vantage,1686621213.296505
alpha_vantage,1686621213.582763
alpha_vantage,1686621213.810968
alpha_vantage,1686621214.0912201
alpha_vantage,1686621214.215332
ameritrade,1686621214.456549
ameritrade,1686621214.6997676
ameritrade,1686621215.9108574
ameritrade,1686621216.1070335
ameritrade,1686621217.358159
ameritrade,1686621217.5483315
ameritrade,1686621218.7424045
ameritrade,1686621218.9325757
ameritrade,1686621220.1356578
ameritrade,1686621220.3718703
ameritrade,1686621221.611986
ameritrade,1686621221.8061616
ameritrade,1686621223.058287
ameritrade,1686621223.2985027
ameritrade,1686621224.505589
ameritrade,1686621224.70677
ameritrade,1686621225.9068496
ameritrade,1686621226.1100326
ameritrade,1686621227.3251255
ameritrade,1686621227.5543313
ameritrade,1686621228.7834373
ameritrade,1686621228.978613
ameritrade,1686621230.1917038
ameritrade,1686621230.4259145
ameritrade,1686621231.6660392
ameritrade,1686621231.8531985
ameritrade,1686621233.0622864
ameritrade,1686621233.295496
ameritrade,1686621234.496577
ameritrade,1686621234.7017612
ameritrade,1686621235.9048436
ameritrade,1686621236.1450596
ameritrade,1686621237.3651571
ameritrade,1686621237.5533266
ameritrade,1686621238.7974455
ameritrade,1686621239.0296545
ameritrade,1686621240.268769
ameritrade,1686621240.5560274
ameritrade,1686621241.7951422
ameritrade,1686621241.9883163
ameritrade,1686621243.2414434
ameritrade,1686621243.477656
ameritrade,1686621244.7407932
ameritrade,1686621244.9890153
ameritrade,1686621246.2421517
ameritrade,1686621246.437318
ameritrade,1686621247.636397
ameritrade,1686621247.8756177
ameritrade,1686621249.0907073
ameritrade,1686621249.2868822
ameritrade,1686621250.5229938
ameritrade,1686621250.7572043
ameritrade,1686621251.9933164
ameritrade,1686621252.2075157
ameritrade,1686621253.4205997
ameritrade,1686621253.6478052
ameritrade,1686621254.8478842
ameritrade,1686621255.1281362
ameritrade,1686621256.3372328
ameritrade,1686621256.527395
ameritrade,1686621257.7254727
ameritrade,1686621257.9146433
ameritrade,1686621259.2218194
ameritrade,1686621259.4590323
ameritrade,1686621260.6591117
ameritrade,1686621260.848282
ameritrade,1686621262.0914004
ameritrade,1686621262.3546376
ameritrade,1686621263.5897484
ameritrade,1686621263.783923
ameritrade,1686621265.000017
ameritrade,1686621265.1941922
ameritrade,1686621266.4413137
ameritrade,1686621266.687535
ameritrade,1686621267.8816092
ameritrade,1686621268.1208246
ameritrade,1686621269.3339155
ameritrade,1686621269.5461063
ameritrade,1686621270.7411816
