ameritrade,1686621270.9433634
ameritrade,1686621272.1794755
ameritrade,1686621272.412686
ameritrade,1686621273.6588068
ameritrade,1686621273.8549829
alpha_vantage,1686621274.3724482
alpha_vantage,1686621274.5896435
alpha_vantage,1686621274.7557929
alpha_vantage,1686621274.936956
alpha_vantage,1686621275.0930967
ameritrade,1686621275.11912
ameritrade,1686621275.3103006
ameritrade,1686621276.5113723
ameritrade,1686621276.716558
ameritrade,1686621277.92064
ameritrade,1686621278.1158175
ameritrade,1686621279.3439205
ameritrade,1686621279.5811338
ameritrade,1686621280.8002305
alpha_vantage,1686621284.0641673
ameritrade,1686621284.1932828
alpha_vantage,1686621284.2012908
polygon_io,1686621284.348423
alpha_vantage,1686621284.3494232
ameritrade,1686621284.3994682
polygon_io,1686621284.4855466
alpha_vantage,1686621284.486547
polygon_io,1686621284.5996482
alpha_vantage,1686621284.6076555
polygon_io,1686621284.6957345
alpha_vantage,1686621284.7447786
polygon_io,1686621284.9189353
ameritrade,1686621285.60155
ameritrade,1686621285.7977262
ameritrade,1686621287.038843
ameritrade,1686621287.2730534
ameritrade,1686621288.6062617
ameritrade,1686621288.811438
ameritrade,1686621290.0315347
ameritrade,1686621290.3197944
ameritrade,1686621291.5649142
ameritrade,1686621291.797123
ameritrade,1686621293.0312333
ameritrade,1686621293.22741
ameritrade,1686621294.4855418
ameritrade,1686621294.6847208
ameritrade,1686621295.9288402
ameritrade,1686621296.1730597
